offset_deg,e_day_Wh
-22,1337.330340836448
-21,1344.3066535999606
-20,1351.0261476668652
-19,1357.489043951434
-18,1363.6955951452614
-17,1369.6460824309158
-16,1375.340812300453
-15,1380.7801134791182
-14,1385.9643339547465
-13,1391.1047723701872
-12,1396.2582332582242
-11,1401.122924781329
-10,1405.6992461848208
-9,1409.9876032632778
-8,1413.988405880331
-7,1417.7020656139168
-6,1421.209811606805
-5,1424.564874129313
-4,1427.5976212328703
-3,1430.307685319468
-2,1432.6954615854845
-1,1434.7613350939203
0,1436.5056792800397
1,1437.959333706316
2,1439.1276187213693
3,1440.0326901435724
4,1440.6748387018197
5,1441.05434417081
6,1441.1714747322799
7,1441.0264864582782
8,1440.6196229165512
9,1439.9511148979964
10,1439.0211802660556
11,1438.0510955491297
12,1436.8772945340447
13,1434.8563460026373
14,1432.6516918677335
15,1430.2632647495525
16,1427.6909945382426
17,1425.2623496317278
18,1422.9018859660273
19,1420.396977304068
20,1417.7476287845411
21,1414.9538514235455
22,1412.015663138332
