offset_deg,e_day_Wh
-22,1292.1015304557577
-21,1299.0800869713685
-20,1305.8064478144938
-19,1312.280978174123
-18,1318.5040780475445
-17,1324.4761785592161
-16,1330.1977383983458
-15,1335.6692403737425
-14,1340.8911880850417
-13,1346.2782938683981
-12,1351.4218700792026
-11,1356.2858715345462
-10,1360.8708646591685
-9,1365.1774214911168
-8,1369.2061169006245
-7,1372.957525939931
-6,1376.4729916819385
-5,1379.875889159758
-4,1382.9693683986457
-3,1385.7531579681904
-2,1388.226472155696
-1,1390.3898301870818
0,1392.2437522520008
1,1393.7932568797542
2,1395.089581209444
3,1396.1331508154044
4,1396.9243768713682
5,1397.463655164372
6,1397.7513652353323
7,1397.7878696464638
8,1397.5735133756557
9,1397.1086233377728
10,1396.568230889398
11,1395.9369351173157
12,1395.082304611362
13,1394.004569335991
14,1392.7039385043804
15,1391.1806007419325
16,1388.9204196647988
17,1386.8069886561295
18,1384.5580172828913
19,1382.1734356170905
20,1379.653174839239
21,1376.9971682511343
22,1374.2053523412349
