offset_deg,e_day_Wh
-22,1770.152617272035
-21,1780.124177814804
-20,1789.7771199912743
-19,1799.1108132979352
-18,1808.1247797944745
-17,1816.818668190976
-16,1825.19223289533
-15,1833.245316746029
-14,1841.8019521345013
-13,1850.0945028889942
-12,1858.0013866461904
-11,1865.5228892120117
-10,1872.6593152557775
-9,1879.410980529051
-8,1885.778204886668
-7,1891.761305995557
-6,1897.3605936420201
-5,1902.5763645670975
-4,1907.4088977741992
-3,1911.858450264395
-2,1915.9252531635357
-1,1919.6095082122433
0,1922.911440952031
1,1925.565131426584
2,1927.8593521665994
3,1929.7939984373456
4,1931.3689152021639
5,1932.8980422239933
6,1934.209102087087
7,1935.2273687298948
8,1935.95255194535
9,1936.3843273864409
10,1936.5223362039526
11,1936.3661848481054
12,1935.9154450436426
13,1935.1696539430188
14,1934.128314459903
15,1932.7908957839536
16,1931.1568340771173
17,1929.2317853865434
18,1928.173380184542
19,1926.9615586590076
20,1925.5229557904306
21,1923.8570868965485
22,1921.9634486645973
