offset_deg,e_day_Wh
-22,1015.5561493475018
-21,1021.5782591048383
-20,1027.402298371332
-19,1033.0282281395012
-18,1038.4560705387116
-17,1043.6859034987374
-16,1048.7178558366097
-15,1053.5521027031004
-14,1058.1888613385008
-13,1062.6283870976388
-12,1066.8709697120944
-11,1070.938334407711
-10,1075.0962149383004
-9,1079.1331096617541
-8,1083.0857338773747
-7,1086.7889488437222
-6,1090.2432551935835
-5,1093.449158452627
-4,1096.407166363797
-3,1099.1177863650114
-2,1101.581523216401
-1,1103.7988767740594
0,1105.7703399078903
1,1107.524870173368
2,1109.0741555783231
3,1110.418592103518
4,1111.5585568996053
5,1112.4944158424967
6,1113.2265245357235
7,1113.7552281610028
8,1114.0808609952046
9,1114.203745838811
10,1114.1241934518357
11,1113.8425020412933
12,1113.5895405120818
13,1113.3706672228172
14,1113.2333527267915
15,1112.9436247256276
16,1112.5017206923308
17,1111.907866271045
18,1111.1622751056166
19,1110.2651487514836
20,1109.216676671273
21,1108.0170363142347
22,1106.6663932794418
