offset_deg,e_day_Wh
-22,1341.1956807021654
-21,1347.4226657607744
-20,1353.4032851698576
-19,1359.1390144341042
-18,1364.6313215282523
-17,1369.881662557836
-16,1374.8914775718713
-15,1379.6621865286525
-14,1384.195185415836
-13,1388.4918425259802
-12,1392.8781268288353
-11,1397.0622288284794
-10,1400.9853094787286
-9,1404.648686675503
-8,1408.0536270436464
-7,1411.2013429517947
-6,1414.2096072736404
-5,1417.0281633691097
-4,1419.5599751725936
-3,1421.8060534166327
-2,1423.7673354876677
-1,1425.4446834557946
0,1426.8388823096664
1,1427.9654351662377
2,1428.8084796919848
3,1429.4259799217034
4,1429.8183894901574
5,1429.986094139848
6,1429.929411139051
7,1429.6485888685672
8,1429.1242304609527
9,1427.8259516171083
10,1426.343678843262
11,1424.677045445937
12,1423.0288283935402
13,1421.3260225417994
14,1419.4664139674073
15,1417.4494988171555
16,1415.2747343716915
17,1413.054054015355
18,1411.0656496176875
19,1408.9526732869685
20,1406.714629725895
21,1404.3510022562102
22,1401.8612542895928
