offset_deg,e_day_Wh
-22,1927.4169845009567
-21,1934.120553361424
-20,1940.5274536129205
-19,1946.6399956021778
-18,1952.621230125524
-17,1963.500845577009
-16,1974.3838133549848
-15,1984.888795529916
-14,1995.0144476208811
-13,2004.7598941517374
-12,2014.1246086551105
-11,2023.108327821344
-10,2031.9653816876132
-9,2040.5221033108432
-8,2048.665354582639
-7,2056.3955681646353
-6,2063.713221598434
-5,2070.618817039732
-4,2077.112864269686
-3,2083.2417064401766
-2,2089.006353795756
-1,2094.327719912697
0,2099.2062487909016
1,2103.2509526377335
2,2106.9159410516004
3,2110.208090175365
4,2113.1588499407985
5,2115.7673636344903
6,2118.0334741446673
7,2119.9569689727155
8,2121.537577288572
9,2122.820760241045
10,2124.0109742829145
11,2124.887632557983
12,2125.450271401808
13,2125.6983642840996
14,2125.6313206792056
15,2125.248485233766
16,2124.77503607308
17,2124.276564358113
18,2123.498132859245
19,2122.4391180979715
20,2121.0988484465474
21,2119.4766044330336
22,2117.637122714698
