offset_deg,e_day_Wh
-22,695.2901576422821
-21,695.4386021225266
-20,695.5093458586509
-19,695.5023844378873
-18,695.4177317472746
-17,695.2554199517376
-16,695.0154994746503
-15,694.7523629974412
-14,694.6114369258001
-13,695.9510331065927
-12,697.1959791664206
-11,698.345302894522
-10,699.3981495947036
-9,700.35376365225
-8,701.2114749612176
-7,701.9706887136535
-6,702.6308775737073
-5,703.1915755809104
-4,703.6523733313511
-3,704.042925787016
-2,704.3174323694127
-1,704.4738576357599
0,704.5119868167757
1,704.6915742128842
2,704.7677121481045
3,704.7505628327838
4,704.9354471579722
5,705.0264312128376
6,705.0233832540966
7,704.9262044386047
8,704.7348282722562
9,704.4492201137712
10,704.3845662113984
11,704.2728941489979
12,704.073721775828
13,703.7870368445306
14,703.4128550370979
15,702.9512197110209
16,702.4022016685203
17,701.7658989457095
18,701.042436618985
19,700.3248115809052
20,699.9737916968243
21,699.5511459028282
22,699.056982199256
