offset_deg,e_day_Wh
-22,1928.0821864874451
-21,1937.59031511065
-20,1946.7482879959139
-19,1955.5582583241478
-18,1964.0224052335154
-17,1972.1429217012142
-16,1979.9779305590187
-15,1987.9189871021997
-14,1995.4904546932123
-13,2002.6948029860625
-12,2009.5344494207739
-11,2016.3712001288065
-10,2022.841325163462
-9,2028.920898378397
-8,2034.6122293352018
-7,2039.917523420403
-6,2044.8388758058468
-5,2049.3782658125974
-4,2053.5375516632157
-3,2057.3184656099693
-2,2060.7302646140092
-1,2063.8080782893767
0,2066.4813546090586
1,2068.650375615139
2,2070.4702070498197
3,2071.941520088963
4,2073.064826965361
5,2073.8404883863586
6,2074.3830772338924
7,2074.615309261603
8,2074.5312428897587
9,2074.23616648754
10,2073.905633113056
11,2073.2907739685447
12,2072.391167642336
13,2071.206270715362
14,2069.735418292865
15,2067.9778247979457
16,2066.028680219901
17,2063.8112622843114
18,2061.625689251037
19,2059.3677293212295
20,2056.853937485026
21,2054.083200602795
22,2051.6659416639573
