offset_deg,e_day_Wh
-22,1295.752975122828
-21,1301.5853539969019
-20,1307.1741657651785
-19,1312.5204896712412
-18,1317.6287587335696
-17,1322.7505562594315
-16,1327.9211663591645
-15,1332.8209727875264
-14,1337.4510621921231
-13,1341.812507248303
-12,1345.9063634113713
-11,1349.7336658177103
-10,1353.2954263360964
-9,1356.5926307704576
-8,1361.4218722040134
-7,1373.3543411984815
-6,1384.861783797768
-5,1395.9281450222793
-4,1406.5426745704233
-3,1416.7682570053344
-2,1426.549269555864
-1,1435.8283303711275
0,1444.6029688746596
1,1452.9809843457479
2,1460.8704920395123
3,1468.3027950010387
4,1475.2782134291365
5,1481.797527544416
6,1487.8950786318273
7,1493.5959946634207
8,1498.4804414769674
9,1502.9830040439294
10,1507.105720079825
11,1510.850878771063
12,1514.2209994083742
13,1517.218812171135
14,1519.8472406342091
15,1522.1093856737198
16,1524.0085105253638
17,1525.5697567457614
18,1527.3676263702037
19,1528.8524524416193
20,1530.0281567985228
21,1530.8987666059202
22,1531.4684031269876
