offset_deg,e_day_Wh
-22,1524.6939207781816
-21,1529.3185139231136
-20,1533.7467861213981
-19,1538.4860959135617
-18,1543.0288937792047
-17,1547.3457727709072
-16,1551.4368220679116
-15,1555.3021397611014
-14,1558.9418307203987
-13,1562.3560046006319
-12,1565.5447739788856
-11,1568.5082526176404
-10,1571.2969581737607
-9,1574.1942547420028
-8,1576.8290419405425
-7,1579.201508105643
-6,1581.311827313787
-5,1583.1601581183022
-4,1584.9056839791679
-3,1586.3597734554874
-2,1587.5171954712246
-1,1588.3780516438742
0,1588.9424180594333
1,1589.4617847397158
2,1589.7164480623417
3,1589.706343995966
4,1589.4313702739537
5,1588.8913906728617
6,1588.0862362432345
7,1587.0215613954165
8,1585.9703350599812
9,1584.6834883523206
10,1583.160731684803
11,1581.4017464397984
12,1579.5989935485613
13,1577.8250620836632
14,1575.8238574369882
15,1573.6634666770497
16,1571.3223931665714
17,1568.7548849879854
18,1565.960289720314
19,1562.937932542578
20,1559.6871180665382
21,1556.4265543294619
22,1553.4738780281448
