offset_deg,e_day_Wh
-22,1913.5733448018698
-21,1919.8355891105468
-20,1925.811247601602
-19,1931.9542716689716
-18,1938.044707817755
-17,1943.8261966605278
-16,1949.3033333558078
-15,1954.4805661163648
-14,1959.3621898526583
-13,1963.9541055341172
-12,1968.2604967085063
-11,1972.2829109338086
-10,1976.0249719982162
-9,1979.490123701829
-8,1982.7570388192078
-7,1991.7489762727344
-6,2001.2733715090362
-5,2010.5141770915702
-4,2019.362185483371
-3,2027.7575288337769
-2,2035.6965021482529
-1,2043.176699961737
0,2050.196606296491
1,2056.7346975880682
2,2062.9162306630033
3,2068.6975124349437
4,2074.078571870642
5,2079.0596324212966
6,2083.6410582223184
7,2087.8233115145304
8,2091.6069182326883
9,2094.9924396704455
10,2097.8488535055644
11,2100.0760385395447
12,2102.0131002428197
13,2103.613593933518
14,2105.046253137368
15,2106.427091183209
16,2107.490106806816
17,2108.23578172331
18,2108.6645858455145
19,2108.7769695436637
20,2108.5733566163767
21,2108.0541379105725
22,2107.2196655426624
