offset_deg,e_day_Wh
-22,1918.1734934399724
-21,1924.673243082292
-20,1930.8775143103987
-19,1936.7888250143158
-18,1942.7284765840018
-17,1951.231510215427
-16,1961.8781357656544
-15,1972.1511456049166
-14,1982.0490388705387
-13,1991.5708932361572
-12,2000.7162077734713
-11,2009.4847935394446
-10,2017.8766945769412
-9,2025.911198814265
-8,2033.8314341897478
-7,2041.3448434207787
-6,2048.4520783262337
-5,2055.1538159334614
-4,2061.5586739853666
-3,2067.5635453770906
-2,2073.1360650343936
-1,2078.27690463965
0,2082.9866689301057
1,2086.949514923309
2,2090.544384264258
3,2093.784286524675
4,2096.69105360384
5,2099.264738261722
6,2101.5052353327983
7,2103.4123737723016
8,2104.985913349969
9,2106.2255417184433
10,2107.136531516702
11,2107.803145641832
12,2108.5272233090786
13,2108.953054832692
14,2109.079954436586
15,2108.9352302037587
16,2108.890835921887
17,2108.579160092486
18,2107.9995170209613
19,2107.151159365781
20,2106.0332780871745
21,2104.6450026536745
22,2102.985401505528
