offset_deg,e_day_Wh
-22,1089.255800517936
-21,1097.24528236923
-20,1105.0008564825787
-19,1112.5216347638298
-18,1119.80686778455
-17,1126.8559298649952
-16,1133.6683065123689
-15,1140.2435836773336
-14,1146.581438435295
-13,1152.681630799924
-12,1158.5439964486275
-11,1164.3743467129216
-10,1170.1028249496017
-9,1175.7835191199451
-8,1181.2597855775753
-7,1186.437426809459
-6,1191.3166209719966
-5,1195.8975858353506
-4,1200.1805748755003
-3,1204.1658736193326
-2,1207.853796222389
-1,1211.244682262768
0,1214.338893737805
1,1216.9600677618519
2,1219.337028137631
3,1221.470130966233
4,1223.3597420566844
5,1225.0062419779367
6,1226.4100259385232
7,1227.5715027901392
8,1228.4910938039097
9,1229.1692314124634
10,1229.6607877169945
11,1230.164719350325
12,1230.6749700877258
13,1231.0991597520183
14,1231.3459759515358
15,1231.4159374232527
16,1231.3095702520154
17,1231.0274069815237
18,1230.5699858095306
19,1229.937849867671
20,1229.1315465860798
21,1228.1516271427988
22,1226.9986459978322
