offset_deg,e_day_Wh
-22,1936.4232065231167
-21,1947.5047490370073
-20,1958.1886706353607
-19,1968.4758167815703
-18,1978.3670793734511
-17,1987.8633887592403
-16,1996.9657062225867
-15,2005.6750168895455
-14,2013.9923230201887
-13,2021.9186376549208
-12,2029.4549785915278
-11,2036.6023626736928
-10,2043.3618003754698
-9,2049.7342906692684
-8,2055.791398817514
-7,2061.949169257582
-6,2067.7218193413655
-5,2073.0296830103352
-4,2077.873746648276
-3,2082.254940983793
-2,2086.1741374888625
-1,2089.631869908704
0,2092.627460702629
1,2094.9881664945833
2,2096.955187207177
3,2098.528944859715
4,2099.7098024562392
5,2100.4980625675335
6,2100.893966162994
7,2100.8976916922647
8,2100.7060763444756
9,2100.617003182158
10,2100.215751569528
11,2099.5023802824144
12,2098.4768996242906
13,2097.139271504582
14,2095.489409716688
15,2093.527180415359
16,2091.2524027929976
17,2088.664849954285
18,2085.764249988449
19,2082.550287238341
20,2079.022603765346
21,2075.1808010090162
22,2071.8188501347527
