offset_deg,e_day_Wh
-22,2040.063610350549
-21,2050.5947282560683
-20,2060.7549138113313
-19,2070.5460458343014
-18,2079.9700368444737
-17,2089.0288201843355
-16,2097.724338333538
-15,2106.247747977561
-14,2114.7924929870364
-13,2123.0381070138137
-12,2131.245239913514
-11,2139.0246213329674
-10,2146.3784805032783
-9,2153.3089628597836
-8,2159.8181228526846
-7,2165.9079172293036
-6,2171.5801987640307
-5,2176.83671041651
-4,2181.6790799022133
-3,2186.1088146625034
-2,2190.127297223656
-1,2193.7385109067027
0,2196.9575281431235
1,2199.4908297450033
2,2201.642779495636
3,2203.413909702797
4,2204.804598320683
5,2205.8150767222733
6,2206.5797797500227
7,2207.0309393132525
8,2207.3862306721335
9,2207.438414956505
10,2207.1769224538466
11,2206.601401483634
12,2205.711385808613
13,2204.5062950013007
14,2202.985435073741
15,2201.147999376238
16,2198.9930697689683
17,2196.5196180692583
18,2193.932110358456
19,2191.494412009714
20,2189.003070924813
21,2186.629450978229
22,2184.0060420661266
