offset_deg,e_day_Wh
-22,1995.262401402837
-21,2005.878161244501
-20,2016.1416149929444
-19,2026.0520028148003
-18,2035.6086869808776
-17,2044.8111345347997
-16,2053.658902807407
-15,2062.1516271173873
-14,2071.300651541761
-13,2080.3429988414155
-12,2088.939474894461
-11,2097.0901417031573
-10,2104.7950845827654
-9,2112.0544056672734
-8,2118.86821801618
-7,2125.236640251955
-6,2131.15979167252
-5,2136.6377877944215
-4,2141.6707362912002
-3,2146.258733298314
-2,2150.401860061462
-1,2154.100179909422
0,2157.3543688289724
1,2159.9332517784983
2,2162.0835787956066
3,2163.8052143697514
4,2165.097988348606
5,2166.1401789512734
6,2167.119021755431
7,2167.7419324468565
8,2168.008627668907
9,2167.918801369324
10,2167.4721247519788
11,2166.6682463963893
12,2165.5067925546346
13,2163.9873676303773
14,2162.109554842204
15,2159.872917072179
16,2157.2769978997185
17,2154.3213228204286
18,2151.9476899799442
19,2149.8493309349683
20,2147.4752030016534
21,2144.8249657248653
22,2141.8982738880577
