offset_deg,e_day_Wh
-22,2103.504262363438
-21,2114.9087882369045
-20,2125.923626446749
-19,2136.5493929792738
-18,2146.7867754942763
-17,2156.636521245693
-16,2166.099426207341
-15,2175.3548355887524
-14,2184.6926675604313
-13,2193.764230848475
-12,2202.7364639662146
-11,2211.244740598508
-10,2219.2902387638323
-9,2226.8741102760127
-8,2233.9974743093408
-7,2240.661411394537
-6,2246.8669578210647
-5,2252.615100425987
-4,2257.906771753259
-3,2262.7428455704116
-2,2267.1241327320013
-1,2271.0513773812027
0,2274.5467917034293
1,2277.312540183799
2,2279.651231688179
3,2281.563171421036
4,2283.048571920113
5,2284.1075612501063
6,2284.901272778259
7,2285.3794740154517
8,2285.767957476747
9,2285.8072857624197
10,2285.4973152976418
11,2284.8378373912747
12,2283.8285783167003
13,2282.469199607661
14,2280.759298577183
15,2278.6984090644937
16,2276.2860024130005
17,2273.5214886812037
18,2270.6400225727166
19,2267.9437214894324
20,2265.3167795701747
21,2262.7518748271004
22,2259.914343103597
