offset_deg,e_day_Wh
-22,1096.2538855322232
-21,1103.526490690358
-20,1110.5736111967224
-19,1117.3946730342536
-18,1123.9891856539452
-17,1130.3567356924773
-16,1136.4969812844301
-15,1142.4096468690182
-14,1148.0945184130242
-13,1153.5514389881946
-12,1158.7803046540976
-11,1163.8211090304678
-10,1168.9318717457127
-9,1173.9363946992398
-8,1178.8223601308803
-7,1183.418138762886
-6,1187.7238662833688
-5,1191.7397096483064
-4,1195.4658643167334
-3,1198.9025516415352
-2,1202.0500164101147
-1,1204.9085245303033
0,1207.4783608577486
1,1209.6876086028396
2,1211.6583079351226
3,1213.3907491307812
4,1214.885225150792
5,1216.142039814838
6,1217.1615088635415
7,1217.9439597560727
8,1218.4897310888791
9,1218.7991719007484
10,1218.872640967972
11,1218.7105061372258
12,1218.6192879585462
13,1218.5613044156717
14,1218.4963304536564
15,1218.2564316119128
16,1217.8420069182841
17,1217.2534614683645
18,1216.4912060015681
19,1215.555656549231
20,1214.447234155221
21,1213.1663646692796
22,1211.713478613105
