offset_deg,e_day_Wh
-22,1399.7383452796494
-21,1403.457421425656
-20,1406.978595297523
-19,1410.3034248064155
-18,1413.4334335166584
-17,1417.7358313520274
-16,1425.1687448539765
-15,1432.3431161926667
-14,1439.2566725752092
-13,1445.9077113733283
-12,1452.294955073632
-11,1458.4530510636068
-10,1464.4360720718405
-9,1470.1355948919504
-8,1475.551287161161
-7,1480.6829461217665
-6,1485.5304740540987
-5,1490.0938584386447
-4,1494.3731556656555
-3,1498.3684774558244
-2,1502.1121504750363
-1,1505.5538139901146
0,1508.6934541971673
1,1511.3845250093414
2,1513.8140768978105
3,1515.9956136831488
4,1517.9521389146632
5,1519.677498826932
6,1521.1717619511694
7,1522.4350259979883
8,1523.4892859804083
9,1524.6474376312844
10,1525.5889117443878
11,1526.3138321674405
12,1526.8223365223866
13,1527.1145742918575
14,1527.190705089053
15,1527.05089710216
16,1526.897568223796
17,1526.7503747671076
18,1526.4183823779886
19,1525.9020763482908
20,1525.201961397037
21,1524.3185605317044
22,1523.7420124180921
