offset_deg,e_day_Wh
-22,1316.995625515472
-21,1322.1640391349893
-20,1327.096693032096
-19,1331.793974420905
-18,1336.2562852579324
-17,1340.4840398102451
-16,1344.4776623126036
-15,1348.6887196270995
-14,1352.6676545772875
-13,1356.381285845105
-12,1359.8300282443813
-11,1364.636282511603
-10,1374.352740511817
-9,1383.7375565738105
-8,1392.7826232485143
-7,1401.4817915077983
-6,1409.8302462365186
-5,1417.824133760822
-4,1425.501545562512
-3,1432.9064948994023
-2,1439.9129970983709
-1,1446.5193256516393
0,1452.724073912762
1,1458.1069461941697
2,1463.1484010025501
3,1467.890420275276
4,1472.3289020053126
5,1476.463348391604
6,1480.293438894915
7,1483.8190175400487
8,1487.0400819321767
9,1490.2728155693744
10,1493.299871587956
11,1496.0411478306223
12,1498.4970798968895
13,1500.668214000485
14,1502.5552012144826
15,1504.1587921534037
16,1505.4798320300436
17,1506.5192560373598
18,1507.4326681406349
19,1508.6060236322228
20,1509.5394411145671
21,1510.2341850220369
22,1510.6915888248277
