offset_deg,e_day_Wh
-22,1674.2009458839723
-21,1680.6230444918203
-20,1686.755127699786
-19,1692.5985763999893
-18,1701.1800270565723
-17,1711.547544059361
-16,1721.5679557617102
-15,1731.2389444573537
-14,1740.5587484641578
-13,1749.5260356510412
-12,1758.1398137504448
-11,1766.3993646034037
-10,1774.3041945345904
-9,1782.0802019278908
-8,1789.6314252996353
-7,1796.789060069881
-6,1803.7550679090627
-5,1810.3457617081187
-4,1816.5062481389675
-3,1822.236926582298
-2,1827.5382396330617
-1,1832.4106634300974
0,1836.8546991000273
1,1840.5855793936335
2,1843.9415071709227
3,1846.9227657079728
4,1849.529651500106
5,1851.8049443860223
6,1853.7845298537293
7,1855.4587607240019
8,1857.1129775461136
9,1858.4614276345167
10,1859.504513903164
11,1860.2426489845457
12,1860.6762527812446
13,1860.805750247734
14,1860.6315693959352
15,1860.1541395187044
16,1859.3738896262062
17,1858.2912470908843
18,1856.906636497417
19,1855.2204786946118
20,1853.8824200306083
21,1852.2934843375597
22,1850.8018973698095
