offset_deg,e_day_Wh
-22,1132.5056448446437
-21,1138.2790238531202
-20,1144.6971820117437
-19,1150.9146374440422
-18,1156.9297831439494
-17,1162.7412482164223
-16,1168.3478553236619
-15,1173.7485888067804
-14,1178.942570208878
-13,1183.9290390648944
-12,1188.7482047442732
-11,1193.537084142623
-10,1198.0932625086448
-9,1202.4163053270388
-8,1206.5058438924889
-7,1210.361568881858
-6,1213.9832247599766
-5,1217.3802411169568
-4,1220.6794835976293
-3,1223.7125797699746
-2,1226.4794522648108
-1,1228.9800558692896
0,1231.2143746526758
1,1233.024867441492
2,1234.7305405690372
3,1236.2084892035518
4,1237.4742922966466
5,1238.5892219373611
6,1239.4776470017864
7,1240.2506119826546
8,1240.914945910815
9,1241.3854405906459
10,1241.6621887350823
11,1241.7453033615716
12,1241.6349170072103
13,1241.3311810289906
14,1240.8342649883855
15,1240.1443561191209
16,1239.5583215602483
17,1238.8911022171965
18,1238.0386200505777
19,1237.0010167554774
20,1235.7784479574339
21,1234.3710831654907
22,1233.0199862731258
