offset_deg,e_day_Wh
-22,862.0115863815194
-21,861.6658835670758
-20,861.2485269633926
-19,860.7596704837215
-18,860.199482442002
-17,859.5758322308425
-16,858.9825556769855
-15,858.3446174364357
-14,857.6218755186094
-13,856.8145370688804
-12,855.9228259955931
-11,854.9732474125418
-10,853.9475767972322
-9,852.8250899358626
-8,851.6060736722757
-7,850.2908339728655
-6,848.8796959261689
-5,847.3730037498603
-4,845.7711208050098
-3,844.0744296174548
-2,842.2941292740593
-1,840.4089522134772
0,838.4147184811372
1,836.6201750809062
2,834.7221871060867
3,832.9015548022982
4,831.0599307703724
5,829.119889764801
6,827.0818280254983
7,824.9461608792366
8,822.946569421737
9,820.9773579056714
10,818.9188262449422
11,816.7713677680262
12,814.5353936317813
13,812.2113330200549
14,809.7996333474159
15,807.300760468005
16,804.9488246762639
17,802.6524645701186
18,800.2757736909487
19,797.8191913845656
20,795.2831747014857
21,792.8858821054371
22,790.6965104587323
