offset_deg,e_day_Wh
-22,1787.6259843053617
-21,1796.5245855339494
-20,1805.0760668645762
-19,1813.2809559045775
-18,1821.1398263212843
-17,1828.6532926031396
-16,1835.8220050412153
-15,1842.6466449200263
-14,1849.1279199088299
-13,1855.2665596464192
-12,1861.0633115139156
-11,1866.518936591258
-10,1871.6342057940822
-9,1876.4098961884602
-8,1880.8467874816401
-7,1885.395118174012
-6,1889.6635070594139
-5,1893.5170784810125
-4,1896.9565928326683
-3,1899.9813377172663
-2,1902.5912780229442
-1,1904.787146346314
0,1906.5696500160338
1,1907.9636440169986
2,1909.0019338673728
3,1909.6850066476404
4,1910.0133320159607
5,1909.9873611569797
6,1909.6075259058118
7,1908.8742380472208
8,1907.787888789936
9,1906.509961877078
10,1905.5683492245178
11,1904.3358216525273
12,1902.8126545961916
13,1900.9991037474638
14,1898.8954052558672
15,1896.5017760765484
16,1893.8184144649135
17,1890.845500617003
18,1887.5831974545922
19,1884.03165155393
20,1880.1909942168693
21,1876.0613426830619
22,1871.0833296237774
