offset_deg,e_day_Wh
-22,1626.0986776264804
-21,1633.0241857477115
-20,1639.649559222969
-19,1645.9759071305366
-18,1652.0043290602887
-17,1657.7359111804453
-16,1663.171722461379
-15,1673.2791498030779
-14,1684.5513795395987
-13,1695.8207819565346
-12,1706.8729330425203
-11,1717.5112316033305
-10,1727.7331537666278
-9,1737.5366643565433
-8,1746.9201167414847
-7,1755.8821796906798
-6,1764.4217824040297
-5,1772.61824598113
-4,1780.4990215633056
-3,1787.915603004309
-2,1794.8676365632114
-1,1801.3548806521055
0,1807.3771903536167
1,1812.4597182030589
2,1817.1525830947007
3,1821.455622825838
4,1825.4327306951764
5,1829.0852993719632
6,1832.3929643713877
7,1835.3558637002316
8,1837.9741972336712
9,1840.248221917043
10,1842.178247368766
11,1843.7646318498128
12,1845.1271625976283
13,1846.4988635241239
14,1847.5649246792768
15,1848.3258818748727
16,1848.7823040527066
17,1848.9347907086735
18,1848.7839695314517
19,1848.517466221615
20,1848.5368985303342
21,1848.2994704436182
22,1847.8060852176318
