offset_deg,e_day_Wh
-22,1351.6313749745516
-21,1357.672411883359
-20,1363.468259320889
-19,1369.0198347954686
-18,1374.3280574062119
-17,1379.3938443333336
-16,1384.2181074532687
-15,1388.801750080095
-14,1393.1456638347374
-13,1397.2507256433676
-12,1401.3174208903883
-11,1405.3409275541785
-10,1409.0963788634617
-9,1412.5846102005664
-8,1415.8064259946268
-7,1418.7625381933021
-6,1421.6190528034638
-5,1424.244686837505
-4,1426.5710543891714
-3,1428.5988018729572
-2,1430.3285282675315
-1,1431.7607835946383
0,1432.896067575285
1,1433.854061275363
2,1434.5085465710417
3,1434.9207447351087
4,1435.0925390417174
5,1435.0241507715682
6,1434.2691586154774
7,1433.169834540674
8,1431.8720366896841
9,1430.3756004868087
10,1428.6803324839173
11,1426.7860111564974
12,1424.7028794790676
13,1422.7834971623633
14,1420.6921908033487
15,1418.4286474461012
16,1415.9925315308824
17,1413.402268707946
18,1411.1766952670457
19,1408.815423753898
20,1406.3181915701566
21,1403.6847277634422
22,1400.914754327287
