time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo
2024-01-01 00:00,0.0,-2.41,2.79,68.32,7916.0,-999.0
2024-01-01 01:00,0.0,-2.68,2.82,70.66,7915.000000000001,-999.0
2024-01-01 02:00,0.0,-2.69,2.93,71.5,7916.0,-999.0
2024-01-01 03:00,0.0,-2.77,3.04,72.23,7914.0,-999.0
2024-01-01 04:00,0.0,-2.9,3.11,72.49,7913.0,-999.0
2024-01-01 05:00,0.0,-2.91,3.06,71.78,7915.000000000001,-999.0
2024-01-01 06:00,0.0,-2.72,2.94,69.88,7918.000000000001,-999.0
2024-01-01 07:00,12.82,-2.25,2.82,66.45,7920.0,0.27
2024-01-01 08:00,141.12,0.38,2.39,61.31,7923.0,0.24
2024-01-01 09:00,281.08,3.98,2.49,50.24,7925.0,0.18
2024-01-01 10:00,390.5,6.48,1.13,39.46,7925.0,0.19
2024-01-01 11:00,446.1,7.95,0.78,34.22,7918.000000000001,0.19
2024-01-01 12:00,447.85,8.45,1.27,32.7,7909.999999999999,0.19
2024-01-01 13:00,380.67,8.26,1.61,33.81,7906.999999999999,0.17
2024-01-01 14:00,279.9,7.25,1.44,46.41,7908.0,0.14
2024-01-01 15:00,151.77,4.67,1.92,53.71,7909.0,0.19
2024-01-01 16:00,22.25,3.11,1.94,49.68,7911.0,0.26
2024-01-01 17:00,0.0,3.23,1.27,47.14,7914.0,-999.0
2024-01-01 18:00,0.0,3.53,0.47,46.82,7917.0,-999.0
2024-01-01 19:00,0.0,2.97,1.23,49.72,7918.000000000001,-999.0
2024-01-01 20:00,0.0,1.58,1.99,56.21,7920.0,-999.0
2024-01-01 21:00,0.0,0.41,2.41,62.58,7922.0,-999.0
2024-01-01 22:00,0.0,-0.2,2.4,65.16,7925.0,-999.0
2024-01-01 23:00,0.0,-0.52,2.0,66.7,7927.0,-999.0
2024-01-02 00:00,0.0,-1.02,1.66,68.84,7926.000000000001,-999.0
2024-01-02 01:00,0.0,-1.3,1.33,70.24,7928.0,-999.0
2024-01-02 02:00,0.0,-1.46,1.35,70.96,7929.000000000001,-999.0
2024-01-02 03:00,0.0,-1.93,1.63,73.55,7929.000000000001,-999.0
2024-01-02 04:00,0.0,-2.39,1.79,76.18,7929.000000000001,-999.0
2024-01-02 05:00,0.0,-2.51,1.71,76.2,7931.0,-999.0
2024-01-02 06:00,0.0,-2.47,1.51,75.19,7931.999999999999,-999.0
2024-01-02 07:00,13.05,-2.35,1.54,74.18,7931.0,0.27
2024-01-02 08:00,147.85,-0.24,1.82,64.57,7931.0,0.24
2024-01-02 09:00,304.27,2.19,1.65,55.66,7931.0,0.18
2024-01-02 10:00,424.55,4.32,1.59,48.33,7930.0,0.19
2024-01-02 11:00,491.35,5.82,1.54,42.66,7922.0,0.19
2024-01-02 12:00,496.58,6.71,1.41,38.77,7911.0,0.19
2024-01-02 13:00,443.52,7.1,1.1,36.2,7903.0,0.19
2024-01-02 14:00,334.48,6.94,0.64,37.73,7898.999999999999,0.19
2024-01-02 15:00,183.88,4.85,0.57,49.02,7898.0,0.23
2024-01-02 16:00,28.8,2.07,0.9,49.32,7900.0,0.27
2024-01-02 17:00,0.0,0.94,0.8,51.97,7905.0,-999.0
2024-01-02 18:00,0.0,0.22,1.66,55.0,7911.0,-999.0
2024-01-02 19:00,0.0,-0.78,2.43,58.97,7915.000000000001,-999.0
2024-01-02 20:00,0.0,-1.9,2.94,63.27,7915.000000000001,-999.0
2024-01-02 21:00,0.0,-2.68,3.31,65.72,7914.0,-999.0
2024-01-02 22:00,0.0,-2.88,3.78,64.97,7912.0,-999.0
2024-01-02 23:00,0.0,-2.91,4.42,62.99,7908.0,-999.0
2024-01-03 00:00,0.0,-3.02,4.92,61.41,7903.0,-999.0
2024-01-03 01:00,0.0,-3.26,5.02,59.66,7902.0,-999.0
2024-01-03 02:00,0.0,-3.49,4.88,56.93,7901.000000000001,-999.0
2024-01-03 03:00,0.0,-3.85,4.64,54.95,7895.999999999999,-999.0
2024-01-03 04:00,0.0,-4.39,4.4,54.52,7894.0,-999.0
2024-01-03 05:00,0.0,-4.85,4.14,54.53,7895.0,-999.0
2024-01-03 06:00,0.0,-5.24,3.87,55.42,7897.0,-999.0
2024-01-03 07:00,14.5,-5.13,3.58,55.22,7897.0,0.27
2024-01-03 08:00,157.07,-1.78,3.7,42.82,7898.0,0.23
2024-01-03 09:00,317.6,0.97,2.35,34.05,7898.999999999999,0.18
2024-01-03 10:00,440.17,3.52,1.25,31.28,7898.0,0.2
2024-01-03 11:00,507.85,4.72,2.68,31.24,7890.000000000001,0.2
2024-01-03 12:00,511.8,5.44,3.45,30.23,7880.0,0.2
2024-01-03 13:00,408.08,5.75,4.11,29.29,7873.0,0.27
2024-01-03 14:00,285.73,5.44,4.35,30.05,7870.0,0.21
2024-01-03 15:00,161.05,3.01,3.37,42.12,7868.000000000001,0.25
2024-01-03 16:00,27.5,-1.04,3.9,54.95,7867.0,0.27
2024-01-03 17:00,0.0,-1.93,4.29,59.91,7868.000000000001,-999.0
2024-01-03 18:00,0.0,-2.19,4.41,62.48,7870.0,-999.0
2024-01-03 19:00,0.0,-2.83,4.13,65.15,7870.999999999999,-999.0
2024-01-03 20:00,0.0,-3.36,3.81,67.29,7869.0,-999.0
2024-01-03 21:00,0.0,-3.45,3.68,66.95,7866.0,-999.0
2024-01-03 22:00,0.0,-3.15,3.45,65.52,7862.0,-999.0
2024-01-03 23:00,0.0,-2.56,3.18,63.07,7858.0,-999.0
2024-01-04 00:00,0.0,-2.12,2.85,61.22,7850.0,-999.0
2024-01-04 01:00,0.0,-1.99,2.57,59.3,7845.0,-999.0
2024-01-04 02:00,0.0,-2.16,2.27,58.64,7841.0,-999.0
2024-01-04 03:00,0.0,-2.36,2.22,57.35,7837.0,-999.0
2024-01-04 04:00,0.0,-2.82,2.44,57.78,7834.999999999999,-999.0
2024-01-04 05:00,0.0,-3.25,2.54,58.58,7837.0,-999.0
2024-01-04 06:00,0.0,-3.79,2.63,59.35,7839.0,-999.0
2024-01-04 07:00,9.98,-4.25,2.97,59.98,7842.0,0.27
2024-01-04 08:00,80.12,-2.96,2.97,57.49,7845.0,0.31
2024-01-04 09:00,168.88,-1.1,2.48,48.31,7845.999999999999,0.31
2024-01-04 10:00,246.68,0.7,1.13,42.11,7843.000000000001,0.31
2024-01-04 11:00,292.65,1.56,0.76,40.65,7836.0,0.31
2024-01-04 12:00,337.35,1.91,1.59,40.85,7827.0,0.3
2024-01-04 13:00,323.92,2.06,2.2,41.63,7823.999999999999,0.27
2024-01-04 14:00,234.55,1.62,2.76,44.06,7825.0,0.27
2024-01-04 15:00,119.78,0.22,3.14,50.99,7829.000000000001,0.27
2024-01-04 16:00,21.12,-2.28,2.45,65.64,7834.0,0.27
2024-01-04 17:00,0.0,-3.54,1.99,75.25,7840.000000000001,-999.0
2024-01-04 18:00,0.0,-4.11,1.71,79.31,7845.0,-999.0
2024-01-04 19:00,0.0,-4.59,2.5,81.43,7847.0,-999.0
2024-01-04 20:00,0.0,-4.69,2.96,78.77,7847.0,-999.0
2024-01-04 21:00,0.0,-4.55,2.73,75.13,7847.0,-999.0
2024-01-04 22:00,0.0,-4.37,2.66,72.22,7848.0,-999.0
2024-01-04 23:00,0.0,-4.46,2.9,72.46,7847.0,-999.0
2024-01-05 00:00,0.0,-4.96,3.08,76.23,7845.0,-999.0
2024-01-05 01:00,0.0,-5.47,3.29,79.64,7845.999999999999,-999.0
2024-01-05 02:00,0.0,-5.58,3.43,79.74,7847.0,-999.0
2024-01-05 03:00,0.0,-5.63,3.22,79.08,7845.0,-999.0
2024-01-05 04:00,0.0,-5.79,2.85,79.16,7844.0,-999.0
2024-01-05 05:00,0.0,-5.72,2.76,78.03,7845.0,-999.0
2024-01-05 06:00,0.0,-5.92,2.56,78.35,7844.0,-999.0
2024-01-05 07:00,11.77,-6.14,2.32,77.42,7842.0,0.26
2024-01-05 08:00,128.55,-3.69,2.82,63.37,7843.000000000001,0.3
2024-01-05 09:00,256.48,-1.48,3.9,52.17,7843.000000000001,0.23
2024-01-05 10:00,361.52,-0.13,4.49,44.56,7840.000000000001,0.23
2024-01-05 11:00,417.23,0.82,4.77,40.13,7831.999999999999,0.22
2024-01-05 12:00,407.02,1.43,4.99,37.81,7823.0,0.19
2024-01-05 13:00,352.0,1.5,5.14,37.05,7819.0,0.16
2024-01-05 14:00,242.7,1.2,5.14,37.67,7819.0,0.14
2024-01-05 15:00,141.4,0.39,4.43,41.15,7822.0,0.25
2024-01-05 16:00,25.2,-1.45,2.77,52.64,7828.0,0.26
2024-01-05 17:00,0.0,-2.45,2.34,59.54,7834.999999999999,-999.0
2024-01-05 18:00,0.0,-2.68,2.34,59.72,7841.0,-999.0
2024-01-05 19:00,0.0,-2.92,2.5,59.12,7843.000000000001,-999.0
2024-01-05 20:00,0.0,-3.4,2.22,60.2,7843.000000000001,-999.0
2024-01-05 21:00,0.0,-3.88,2.02,61.26,7842.0,-999.0
2024-01-05 22:00,0.0,-4.13,2.14,60.53,7842.0,-999.0
2024-01-05 23:00,0.0,-4.51,1.92,62.22,7842.0,-999.0
2024-01-06 00:00,0.0,-4.73,1.89,64.62,7842.0,-999.0
2024-01-06 01:00,0.0,-5.2,1.97,71.77,7845.999999999999,-999.0
2024-01-06 02:00,0.0,-5.65,2.17,79.91,7848.0,-999.0
2024-01-06 03:00,0.0,-5.86,2.0,83.71,7847.0,-999.0
