time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-05-29 22:00,0.0,16.57,6.78,30.16,9165.0,-999.0,2024-05-30
2024-05-29 23:00,0.0,15.95,6.78,31.19,9159.0,-999.0,2024-05-30
2024-05-30 00:00,0.0,15.42,6.85,31.91,9152.0,-999.0,2024-05-30
2024-05-30 01:00,0.0,14.96,6.95,32.42,9145.0,-999.0,2024-05-30
2024-05-30 02:00,0.0,14.47,6.92,33.08,9138.0,-999.0,2024-05-30
2024-05-30 03:00,0.0,13.92,6.84,33.98,9132.0,-999.0,2024-05-30
2024-05-30 04:00,0.0,13.26,6.61,35.46,9130.0,-999.0,2024-05-30
2024-05-30 05:00,0.0,12.72,6.29,36.85,9133.0,-999.0,2024-05-30
2024-05-30 06:00,13.02,12.25,5.88,38.24,9139.0,0.21,2024-05-30
2024-05-30 07:00,126.45,13.37,6.13,35.74,9144.0,0.21,2024-05-30
2024-05-30 08:00,272.0,16.4,6.69,28.61,9144.0,0.21,2024-05-30
2024-05-30 09:00,396.45,19.7,7.47,22.23,9141.0,0.21,2024-05-30
2024-05-30 10:00,529.42,22.49,8.1,17.92,9139.0,0.21,2024-05-30
2024-05-30 11:00,557.25,24.11,8.42,16.29,9136.0,0.2,2024-05-30
2024-05-30 12:00,561.92,24.55,7.93,16.99,9128.0,0.21,2024-05-30
2024-05-30 13:00,486.4,24.59,7.36,18.59,9123.0,0.21,2024-05-30
2024-05-30 14:00,341.17,24.13,6.85,21.34,9121.0,0.22,2024-05-30
2024-05-30 15:00,175.62,22.85,6.71,26.51,9124.0,0.25,2024-05-30
2024-05-30 16:00,22.4,19.9,6.65,38.38,9132.0,0.29,2024-05-30
2024-05-30 17:00,0.0,17.39,6.3,49.57,9140.0,-999.0,2024-05-30
2024-05-30 18:00,0.0,16.36,5.66,53.51,9147.0,-999.0,2024-05-30
2024-05-30 19:00,0.0,15.51,5.38,56.29,9154.0,-999.0,2024-05-30
2024-05-30 20:00,0.0,14.47,4.72,59.58,9156.0,-999.0,2024-05-30
2024-05-30 21:00,0.0,13.43,4.17,63.08,9156.0,-999.0,2024-05-30
