time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-10-29 22:00,0.0,16.96,2.87,40.64,9164.0,-999.0,2024-10-30
2024-10-29 23:00,0.0,15.98,3.17,41.22,9162.0,-999.0,2024-10-30
2024-10-30 00:00,0.0,15.13,3.47,41.31,9159.0,-999.0,2024-10-30
2024-10-30 01:00,0.0,14.4,3.98,42.95,9160.0,-999.0,2024-10-30
2024-10-30 02:00,0.0,13.78,4.47,47.79,9162.0,-999.0,2024-10-30
2024-10-30 03:00,0.0,13.08,4.52,53.93,9166.0,-999.0,2024-10-30
2024-10-30 04:00,0.0,12.32,4.3,58.76,9171.0,-999.0,2024-10-30
2024-10-30 05:00,134.88,12.69,4.95,58.49,9178.0,0.29,2024-10-30
2024-10-30 06:00,369.92,15.82,6.27,48.35,9184.0,0.25,2024-10-30
2024-10-30 07:00,606.6,19.64,6.19,37.12,9186.0,0.22,2024-10-30
2024-10-30 08:00,812.2,22.82,4.61,28.9,9185.0,0.21,2024-10-30
2024-10-30 09:00,969.17,25.48,3.51,23.24,9182.0,0.21,2024-10-30
2024-10-30 10:00,1063.38,27.51,3.01,19.41,9176.0,0.21,2024-10-30
2024-10-30 11:00,1087.65,29.05,2.89,16.49,9170.0,0.21,2024-10-30
2024-10-30 12:00,1039.2,30.14,2.98,14.42,9164.0,0.21,2024-10-30
2024-10-30 13:00,922.62,30.76,3.21,13.08,9158.0,0.21,2024-10-30
2024-10-30 14:00,730.12,30.8,3.44,12.38,9153.0,0.21,2024-10-30
2024-10-30 15:00,506.4,30.35,3.67,12.16,9152.0,0.23,2024-10-30
2024-10-30 16:00,262.42,29.35,3.85,12.49,9154.0,0.26,2024-10-30
2024-10-30 17:00,46.3,27.1,3.16,14.04,9159.0,0.3,2024-10-30
2024-10-30 18:00,0.0,22.77,3.12,17.88,9165.0,-999.0,2024-10-30
2024-10-30 19:00,0.0,21.48,3.39,18.49,9170.0,-999.0,2024-10-30
2024-10-30 20:00,0.0,20.4,3.55,17.93,9175.0,-999.0,2024-10-30
2024-10-30 21:00,0.0,19.34,3.61,16.4,9176.0,-999.0,2024-10-30
