time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-02-16 22:00,0.0,16.6,2.52,22.45,9146.0,-999.0,2024-02-17
2024-02-16 23:00,0.0,15.91,2.63,23.21,9143.0,-999.0,2024-02-17
2024-02-17 00:00,0.0,15.19,2.77,24.21,9140.0,-999.0,2024-02-17
2024-02-17 01:00,0.0,14.5,2.9,25.31,9138.0,-999.0,2024-02-17
2024-02-17 02:00,0.0,13.88,2.98,26.34,9138.0,-999.0,2024-02-17
2024-02-17 03:00,0.0,13.31,3.02,27.45,9141.0,-999.0,2024-02-17
2024-02-17 04:00,0.0,12.76,2.99,28.57,9147.0,-999.0,2024-02-17
2024-02-17 05:00,26.62,13.65,2.74,27.07,9154.0,0.28,2024-02-17
2024-02-17 06:00,228.93,17.79,3.6,20.78,9161.0,0.24,2024-02-17
2024-02-17 07:00,473.42,22.17,2.76,15.24,9165.0,0.19,2024-02-17
2024-02-17 08:00,704.53,25.02,1.76,12.19,9167.0,0.18,2024-02-17
2024-02-17 09:00,896.2,27.11,0.76,10.37,9166.0,0.18,2024-02-17
2024-02-17 10:00,1032.5,29.23,1.12,8.87,9163.0,0.18,2024-02-17
2024-02-17 11:00,1099.15,31.07,2.15,7.75,9158.0,0.17,2024-02-17
2024-02-17 12:00,1098.28,32.36,3.0,7.05,9153.0,0.17,2024-02-17
2024-02-17 13:00,1010.12,32.98,3.43,6.63,9147.0,0.19,2024-02-17
2024-02-17 14:00,854.65,33.05,3.5,6.45,9142.0,0.2,2024-02-17
2024-02-17 15:00,587.35,32.52,3.41,6.56,9140.0,0.22,2024-02-17
2024-02-17 16:00,320.0,31.36,3.22,6.91,9141.0,0.23,2024-02-17
2024-02-17 17:00,98.43,28.2,2.29,10.43,9145.0,0.22,2024-02-17
2024-02-17 18:00,0.0,23.96,2.84,13.81,9151.0,-999.0,2024-02-17
2024-02-17 19:00,0.0,22.62,3.19,14.07,9156.0,-999.0,2024-02-17
2024-02-17 20:00,0.0,21.58,3.44,14.43,9159.0,-999.0,2024-02-17
2024-02-17 21:00,0.0,20.66,3.61,14.78,9159.0,-999.0,2024-02-17
