time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-09-11 22:00,0.0,12.75,3.72,16.27,9157.0,-999.0,2024-09-12
2024-09-11 23:00,0.0,11.46,3.43,19.45,9159.0,-999.0,2024-09-12
2024-09-12 00:00,0.0,10.35,3.15,23.75,9160.0,-999.0,2024-09-12
2024-09-12 01:00,0.0,9.37,2.92,28.98,9159.0,-999.0,2024-09-12
2024-09-12 02:00,0.0,8.48,2.73,34.74,9158.0,-999.0,2024-09-12
2024-09-12 03:00,0.0,7.72,2.51,40.49,9159.0,-999.0,2024-09-12
2024-09-12 04:00,0.0,7.29,2.12,45.02,9163.0,-999.0,2024-09-12
2024-09-12 05:00,5.35,7.44,1.58,46.72,9168.0,0.32,2024-09-12
2024-09-12 06:00,143.82,9.08,1.06,42.44,9172.0,0.29,2024-09-12
2024-09-12 07:00,376.25,11.79,0.81,35.22,9175.0,0.23,2024-09-12
2024-09-12 08:00,592.2,16.87,0.8,23.89,9174.0,0.22,2024-09-12
2024-09-12 09:00,762.92,20.55,1.85,15.63,9170.0,0.22,2024-09-12
2024-09-12 10:00,871.95,23.06,2.79,12.05,9165.0,0.22,2024-09-12
2024-09-12 11:00,905.97,25.21,3.94,9.62,9158.0,0.22,2024-09-12
2024-09-12 12:00,870.72,26.77,5.03,8.01,9151.0,0.22,2024-09-12
2024-09-12 13:00,766.2,27.48,5.87,7.36,9144.0,0.22,2024-09-12
2024-09-12 14:00,590.38,27.36,6.42,7.53,9142.0,0.22,2024-09-12
2024-09-12 15:00,372.15,26.5,6.31,8.43,9144.0,0.23,2024-09-12
2024-09-12 16:00,142.68,24.27,4.05,10.36,9148.0,0.28,2024-09-12
2024-09-12 17:00,5.6,20.14,2.24,13.76,9150.0,0.32,2024-09-12
2024-09-12 18:00,0.0,20.18,1.15,13.67,9153.0,-999.0,2024-09-12
2024-09-12 19:00,0.0,19.15,1.42,14.51,9156.0,-999.0,2024-09-12
2024-09-12 20:00,0.0,17.33,2.02,16.19,9158.0,-999.0,2024-09-12
2024-09-12 21:00,0.0,15.65,2.36,17.94,9160.0,-999.0,2024-09-12
