time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-03-02 22:00,0.0,27.85,2.39,23.45,9136.0,-999.0,2024-03-03
2024-03-02 23:00,0.0,26.73,2.57,24.25,9134.0,-999.0,2024-03-03
2024-03-03 00:00,0.0,25.65,2.7,24.78,9131.0,-999.0,2024-03-03
2024-03-03 01:00,0.0,24.67,2.72,25.13,9128.0,-999.0,2024-03-03
2024-03-03 02:00,0.0,23.83,2.67,25.83,9126.0,-999.0,2024-03-03
2024-03-03 03:00,0.0,23.32,2.62,26.85,9128.0,-999.0,2024-03-03
2024-03-03 04:00,0.0,23.01,2.65,28.24,9130.0,-999.0,2024-03-03
2024-03-03 05:00,8.65,23.36,2.69,29.03,9133.0,0.23,2024-03-03
2024-03-03 06:00,113.9,26.61,3.95,25.19,9139.0,0.22,2024-03-03
2024-03-03 07:00,286.58,30.63,3.52,19.92,9141.0,0.21,2024-03-03
2024-03-03 08:00,460.27,34.89,3.71,16.17,9140.0,0.2,2024-03-03
2024-03-03 09:00,576.9,37.18,4.19,15.54,9135.0,0.2,2024-03-03
2024-03-03 10:00,689.75,38.14,5.21,15.63,9128.0,0.2,2024-03-03
2024-03-03 11:00,613.83,37.26,7.76,17.76,9126.0,0.2,2024-03-03
2024-03-03 12:00,298.08,34.67,9.87,23.31,9132.0,0.19,2024-03-03
2024-03-03 13:00,81.85,32.61,8.59,28.81,9135.0,0.17,2024-03-03
2024-03-03 14:00,503.98,32.29,5.13,27.96,9126.0,0.2,2024-03-03
2024-03-03 15:00,406.0,32.83,3.4,24.43,9113.0,0.2,2024-03-03
2024-03-03 16:00,220.2,32.96,3.68,22.53,9105.0,0.2,2024-03-03
2024-03-03 17:00,53.22,30.71,2.52,24.8,9101.0,0.24,2024-03-03
2024-03-03 18:00,0.0,28.17,2.17,28.41,9102.0,-999.0,2024-03-03
2024-03-03 19:00,0.0,27.4,2.29,29.67,9102.0,-999.0,2024-03-03
2024-03-03 20:00,0.0,26.54,2.31,31.38,9102.0,-999.0,2024-03-03
2024-03-03 21:00,0.0,25.74,2.11,33.03,9102.0,-999.0,2024-03-03
