time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-02-06 22:00,0.0,26.6,4.92,25.37,9140.0,-999.0,2024-02-07
2024-02-06 23:00,0.0,25.75,4.45,27.78,9141.0,-999.0,2024-02-07
2024-02-07 00:00,0.0,24.74,4.46,31.19,9142.0,-999.0,2024-02-07
2024-02-07 01:00,0.0,23.5,4.27,35.81,9142.0,-999.0,2024-02-07
2024-02-07 02:00,0.0,22.26,3.87,40.84,9145.0,-999.0,2024-02-07
2024-02-07 03:00,0.0,21.27,3.49,45.14,9150.0,-999.0,2024-02-07
2024-02-07 04:00,0.0,20.39,2.86,48.89,9154.0,-999.0,2024-02-07
2024-02-07 05:00,33.62,20.44,3.39,49.32,9160.0,0.28,2024-02-07
2024-02-07 06:00,225.3,22.06,3.7,43.58,9165.0,0.24,2024-02-07
2024-02-07 07:00,448.7,24.42,3.51,35.98,9167.0,0.2,2024-02-07
2024-02-07 08:00,663.17,26.93,3.73,28.58,9166.0,0.19,2024-02-07
2024-02-07 09:00,764.7,29.26,4.48,23.47,9163.0,0.19,2024-02-07
2024-02-07 10:00,914.38,31.49,5.6,19.67,9159.0,0.2,2024-02-07
2024-02-07 11:00,994.1,33.4,6.51,17.43,9154.0,0.2,2024-02-07
2024-02-07 12:00,821.25,34.6,6.9,16.98,9148.0,0.2,2024-02-07
2024-02-07 13:00,824.8,35.27,7.03,16.83,9141.0,0.2,2024-02-07
2024-02-07 14:00,636.62,35.46,7.19,16.4,9137.0,0.2,2024-02-07
2024-02-07 15:00,298.8,34.9,7.21,16.29,9136.0,0.2,2024-02-07
2024-02-07 16:00,198.45,33.7,6.91,16.63,9138.0,0.19,2024-02-07
2024-02-07 17:00,80.35,32.0,5.77,17.51,9142.0,0.22,2024-02-07
2024-02-07 18:00,4.35,28.93,3.65,19.86,9148.0,0.25,2024-02-07
2024-02-07 19:00,0.0,27.52,3.63,19.11,9154.0,-999.0,2024-02-07
2024-02-07 20:00,0.0,26.39,3.62,17.92,9160.0,-999.0,2024-02-07
2024-02-07 21:00,0.0,25.36,3.7,17.7,9164.0,-999.0,2024-02-07
