time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-03-08 22:00,0.0,21.81,3.38,20.53,9167.0,-999.0,2024-03-09
2024-03-08 23:00,0.0,21.13,3.37,21.04,9163.0,-999.0,2024-03-09
2024-03-09 00:00,0.0,20.45,3.34,21.62,9159.0,-999.0,2024-03-09
2024-03-09 01:00,0.0,19.73,3.32,22.22,9156.0,-999.0,2024-03-09
2024-03-09 02:00,0.0,19.01,3.31,22.9,9153.0,-999.0,2024-03-09
2024-03-09 03:00,0.0,18.32,3.29,23.5,9156.0,-999.0,2024-03-09
2024-03-09 04:00,0.0,17.7,3.23,24.01,9161.0,-999.0,2024-03-09
2024-03-09 05:00,9.88,17.59,3.09,23.68,9167.0,0.29,2024-03-09
2024-03-09 06:00,182.55,22.0,3.52,17.8,9173.0,0.24,2024-03-09
2024-03-09 07:00,430.4,25.88,2.68,13.89,9176.0,0.21,2024-03-09
2024-03-09 08:00,658.78,31.38,0.94,10.38,9175.0,0.19,2024-03-09
2024-03-09 09:00,843.2,34.65,1.31,8.88,9171.0,0.19,2024-03-09
2024-03-09 10:00,968.08,36.8,2.5,8.07,9166.0,0.19,2024-03-09
2024-03-09 11:00,1023.3,38.29,3.31,7.48,9160.0,0.19,2024-03-09
2024-03-09 12:00,1004.5,39.2,3.96,7.08,9153.0,0.19,2024-03-09
2024-03-09 13:00,912.58,39.57,4.44,6.85,9146.0,0.19,2024-03-09
2024-03-09 14:00,755.47,39.35,4.69,6.81,9141.0,0.2,2024-03-09
2024-03-09 15:00,538.9,38.56,4.76,7.04,9139.0,0.22,2024-03-09
2024-03-09 16:00,293.83,37.02,4.51,7.72,9140.0,0.24,2024-03-09
2024-03-09 17:00,60.38,31.74,3.05,12.32,9142.0,0.27,2024-03-09
2024-03-09 18:00,0.0,28.46,3.44,14.95,9147.0,-999.0,2024-03-09
2024-03-09 19:00,0.0,27.25,3.49,16.34,9151.0,-999.0,2024-03-09
2024-03-09 20:00,0.0,26.22,3.5,17.66,9154.0,-999.0,2024-03-09
2024-03-09 21:00,0.0,25.25,3.46,18.75,9153.0,-999.0,2024-03-09
