time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-10-28 22:00,0.0,15.95,5.79,60.76,9153.0,-999.0,2024-10-29
2024-10-28 23:00,0.0,14.59,5.2,71.48,9152.0,-999.0,2024-10-29
2024-10-29 00:00,0.0,13.37,4.83,81.71,9149.0,-999.0,2024-10-29
2024-10-29 01:00,0.0,12.6,4.6,88.52,9149.0,-999.0,2024-10-29
2024-10-29 02:00,0.0,12.38,4.61,90.92,9149.0,-999.0,2024-10-29
2024-10-29 03:00,0.0,12.34,4.48,91.78,9150.0,-999.0,2024-10-29
2024-10-29 04:00,0.0,12.35,4.55,92.17,9154.0,-999.0,2024-10-29
2024-10-29 05:00,84.32,12.75,5.06,89.94,9161.0,0.27,2024-10-29
2024-10-29 06:00,228.2,14.56,5.85,77.02,9168.0,0.23,2024-10-29
2024-10-29 07:00,385.92,17.2,5.52,59.42,9171.0,0.23,2024-10-29
2024-10-29 08:00,575.38,19.78,4.88,46.94,9170.0,0.23,2024-10-29
2024-10-29 09:00,814.47,21.97,4.14,39.18,9166.0,0.23,2024-10-29
2024-10-29 10:00,1028.68,23.84,3.68,33.72,9160.0,0.22,2024-10-29
2024-10-29 11:00,1059.05,25.35,3.79,29.75,9153.0,0.22,2024-10-29
2024-10-29 12:00,1009.55,26.49,4.15,26.99,9147.0,0.22,2024-10-29
2024-10-29 13:00,832.47,27.13,4.5,25.29,9142.0,0.22,2024-10-29
2024-10-29 14:00,717.53,27.32,4.8,24.44,9138.0,0.23,2024-10-29
2024-10-29 15:00,497.67,26.95,4.95,24.56,9138.0,0.24,2024-10-29
2024-10-29 16:00,258.02,26.02,4.93,25.52,9140.0,0.26,2024-10-29
2024-10-29 17:00,43.22,24.39,4.16,27.75,9145.0,0.31,2024-10-29
2024-10-29 18:00,0.0,20.84,2.68,34.21,9151.0,-999.0,2024-10-29
2024-10-29 19:00,0.0,19.69,2.7,36.44,9158.0,-999.0,2024-10-29
2024-10-29 20:00,0.0,18.81,2.65,38.05,9163.0,-999.0,2024-10-29
2024-10-29 21:00,0.0,17.94,2.65,39.41,9165.0,-999.0,2024-10-29
