time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-06-24 22:00,0.0,12.35,3.8,54.21,9268.0,-999.0,2024-06-25
2024-06-24 23:00,0.0,11.9,3.81,56.06,9268.0,-999.0,2024-06-25
2024-06-25 00:00,0.0,11.46,3.82,57.93,9267.0,-999.0,2024-06-25
2024-06-25 01:00,0.0,11.04,3.81,60.23,9266.0,-999.0,2024-06-25
2024-06-25 02:00,0.0,10.56,3.75,63.34,9265.0,-999.0,2024-06-25
2024-06-25 03:00,0.0,10.06,3.63,66.7,9266.0,-999.0,2024-06-25
2024-06-25 04:00,0.0,9.59,3.56,70.22,9269.0,-999.0,2024-06-25
2024-06-25 05:00,0.0,9.2,3.53,73.15,9274.0,-999.0,2024-06-25
2024-06-25 06:00,9.88,9.14,3.53,73.87,9280.0,0.29,2024-06-25
2024-06-25 07:00,145.38,12.41,4.81,59.44,9284.0,0.26,2024-06-25
2024-06-25 08:00,326.1,15.36,4.34,48.84,9288.0,0.22,2024-06-25
2024-06-25 09:00,476.75,19.37,4.2,37.51,9288.0,0.21,2024-06-25
2024-06-25 10:00,577.4,21.2,3.97,32.07,9284.0,0.21,2024-06-25
2024-06-25 11:00,618.33,22.31,3.66,28.34,9275.0,0.21,2024-06-25
2024-06-25 12:00,596.1,23.04,3.51,25.67,9266.0,0.21,2024-06-25
2024-06-25 13:00,511.7,23.32,3.48,23.98,9259.0,0.21,2024-06-25
2024-06-25 14:00,371.77,23.08,3.47,23.17,9257.0,0.22,2024-06-25
2024-06-25 15:00,194.23,22.14,3.05,23.76,9258.0,0.24,2024-06-25
2024-06-25 16:00,26.9,18.07,2.36,30.15,9260.0,0.28,2024-06-25
2024-06-25 17:00,0.0,15.95,2.76,33.93,9265.0,-999.0,2024-06-25
2024-06-25 18:00,0.0,14.68,3.17,36.57,9271.0,-999.0,2024-06-25
2024-06-25 19:00,0.0,13.71,3.51,38.96,9276.0,-999.0,2024-06-25
2024-06-25 20:00,0.0,12.94,3.72,40.99,9280.0,-999.0,2024-06-25
2024-06-25 21:00,0.0,12.3,3.97,43.06,9282.0,-999.0,2024-06-25
