time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-04-09 22:00,0.0,13.79,3.14,72.31,9162.0,-999.0,2024-04-10
2024-04-09 23:00,0.0,13.15,3.04,77.03,9162.0,-999.0,2024-04-10
2024-04-10 00:00,0.0,12.59,2.98,81.12,9163.0,-999.0,2024-04-10
2024-04-10 01:00,0.0,12.15,3.08,84.01,9163.0,-999.0,2024-04-10
2024-04-10 02:00,0.0,11.79,3.19,85.71,9162.0,-999.0,2024-04-10
2024-04-10 03:00,0.0,11.44,3.19,86.97,9164.0,-999.0,2024-04-10
2024-04-10 04:00,0.0,11.04,3.01,88.13,9168.0,-999.0,2024-04-10
2024-04-10 05:00,0.0,10.62,2.87,89.66,9173.0,-999.0,2024-04-10
2024-04-10 06:00,105.0,12.27,3.92,80.22,9179.0,0.27,2024-04-10
2024-04-10 07:00,329.05,15.68,4.97,62.61,9185.0,0.23,2024-04-10
2024-04-10 08:00,540.95,18.66,4.54,48.86,9188.0,0.21,2024-04-10
2024-04-10 09:00,710.45,21.18,3.51,39.98,9186.0,0.2,2024-04-10
2024-04-10 10:00,821.62,23.21,2.97,33.83,9182.0,0.2,2024-04-10
2024-04-10 11:00,862.62,24.78,2.89,28.7,9175.0,0.19,2024-04-10
2024-04-10 12:00,835.55,25.88,3.0,24.71,9167.0,0.2,2024-04-10
2024-04-10 13:00,740.1,26.51,3.25,21.94,9161.0,0.2,2024-04-10
2024-04-10 14:00,552.0,26.51,3.55,20.62,9158.0,0.2,2024-04-10
2024-04-10 15:00,332.38,25.86,3.73,20.51,9158.0,0.22,2024-04-10
2024-04-10 16:00,122.47,24.18,3.26,22.63,9161.0,0.25,2024-04-10
2024-04-10 17:00,0.0,19.62,2.93,30.86,9165.0,-999.0,2024-04-10
2024-04-10 18:00,0.0,18.25,3.29,32.87,9171.0,-999.0,2024-04-10
2024-04-10 19:00,0.0,17.34,3.41,35.36,9178.0,-999.0,2024-04-10
2024-04-10 20:00,0.0,16.43,3.41,38.43,9183.0,-999.0,2024-04-10
2024-04-10 21:00,0.0,15.56,3.33,41.31,9188.0,-999.0,2024-04-10
