time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-11-30 22:00,0.0,22.92,4.5,11.35,9154.0,-999.0,2024-12-01
2024-11-30 23:00,0.0,21.54,4.88,13.54,9154.0,-999.0,2024-12-01
2024-12-01 00:00,0.0,20.01,4.77,16.38,9151.0,-999.0,2024-12-01
2024-12-01 01:00,0.0,18.56,4.25,19.29,9147.0,-999.0,2024-12-01
2024-12-01 02:00,0.0,17.31,3.79,21.75,9146.0,-999.0,2024-12-01
2024-12-01 03:00,0.0,16.24,3.45,23.68,9146.0,-999.0,2024-12-01
2024-12-01 04:00,8.2,15.35,3.19,25.17,9150.0,0.3,2024-12-01
2024-12-01 05:00,151.57,17.13,4.21,22.4,9155.0,0.27,2024-12-01
2024-12-01 06:00,384.38,20.32,3.3,18.85,9158.0,0.2,2024-12-01
2024-12-01 07:00,630.85,25.57,2.83,15.86,9159.0,0.2,2024-12-01
2024-12-01 08:00,849.17,30.25,1.28,9.38,9156.0,0.2,2024-12-01
2024-12-01 09:00,1014.7,32.61,3.19,7.31,9153.0,0.2,2024-12-01
2024-12-01 10:00,1114.93,34.25,4.59,6.42,9146.0,0.2,2024-12-01
2024-12-01 11:00,1158.38,35.55,5.68,5.87,9137.0,0.21,2024-12-01
2024-12-01 12:00,1114.7,36.39,6.45,5.59,9127.0,0.21,2024-12-01
2024-12-01 13:00,1003.58,36.8,7.01,5.47,9118.0,0.21,2024-12-01
2024-12-01 14:00,817.55,36.72,7.29,5.51,9112.0,0.21,2024-12-01
2024-12-01 15:00,584.08,36.15,7.28,5.63,9107.0,0.21,2024-12-01
2024-12-01 16:00,328.42,35.03,7.08,5.89,9107.0,0.22,2024-12-01
2024-12-01 17:00,104.15,33.14,5.99,6.34,9110.0,0.28,2024-12-01
2024-12-01 18:00,0.0,28.07,3.61,8.24,9114.0,-999.0,2024-12-01
2024-12-01 19:00,0.0,25.95,3.86,8.86,9118.0,-999.0,2024-12-01
2024-12-01 20:00,0.0,25.06,4.78,9.12,9123.0,-999.0,2024-12-01
2024-12-01 21:00,0.0,24.39,6.61,10.89,9129.0,-999.0,2024-12-01
